Employee_id,Age,Gender,Department,Job_role,Education,Education_field,Marital_status,Attrition,Years_at_company,Business_travel,Daily_pay,Distance_from_home,Environment_satisfaction,Hourly_rate,Job_involvement,Job_level,Job_satisfaction,Monthly_income,Monthly_rate,Num_companies_worked,Over_time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Training_Times_LastYear,WorkLife_Balance,Years_In_CurrentRole,Years_Since_LastPromotion,Years_With_CurrManager
199,41,Male,Research & Development,Manager,3,Life Sciences,Divorced,No,7,Travel_Frequently,857,10,4,91,2,4,1,17181,12888,4,No,13,3,2,80,1,21,2,2,6,7,7
200,41,Male,Research & Development,Laboratory Technician,4,Life Sciences,Married,No,5,Travel_Rarely,933,9,3,94,3,1,1,2238,6961,2,No,21,4,4,80,1,7,2,3,0,1,4
201,19,Female,Research & Development,Laboratory Technician,1,Medical,Single,No,1,Travel_Rarely,1181,3,2,79,3,1,2,1483,16102,1,No,14,3,4,80,0,1,3,3,0,0,0
202,40,Female,Research & Development,Research Scientist,3,Medical,Divorced,No,20,Travel_Frequently,1395,26,2,54,3,2,2,5605,8504,1,No,11,3,1,80,1,20,2,3,7,2,13
204,35,Male,Sales,Sales Executive,5,Marketing,Married,No,10,Travel_Rarely,662,1,3,94,3,3,2,7295,11439,1,No,13,3,1,80,2,10,3,3,8,0,6
205,53,Male,Sales,Sales Representative,2,Marketing,Married,No,7,Travel_Rarely,1436,6,2,34,3,2,3,2306,16047,2,Yes,20,4,4,80,1,13,3,1,7,4,5
206,45,Male,Research & Development,Laboratory Technician,3,Life Sciences,Divorced,No,17,Travel_Rarely,194,9,2,60,3,2,2,2348,10901,8,No,18,3,3,80,1,20,2,1,9,0,15
207,32,Female,Sales,Sales Executive,3,Marketing,Single,No,9,Travel_Frequently,967,8,2,43,3,3,4,8998,15589,1,No,14,3,4,80,0,9,2,3,8,3,7
208,29,Male,Research & Development,Manufacturing Director,1,Technical Degree,Married,No,10,Non-Travel,1496,1,4,41,3,2,3,4319,26283,1,No,13,3,1,80,1,10,1,3,7,0,9
211,51,Male,Research & Development,Manufacturing Director,4,Medical,Married,No,1,Travel_Rarely,1169,7,2,34,2,2,3,6132,13983,2,No,17,3,3,80,0,10,2,3,0,0,0
214,58,Female,Research & Development,Research Scientist,3,Medical,Married,No,1,Travel_Rarely,1145,9,2,75,2,1,2,3346,11873,4,Yes,20,4,2,80,1,9,3,2,0,0,0
215,40,Male,Sales,Sales Executive,4,Marketing,Married,No,12,Travel_Rarely,630,4,3,67,2,3,4,10855,8552,7,No,11,3,1,80,1,15,2,2,11,2,11
216,34,Female,Sales,Sales Representative,4,Marketing,Married,No,4,Travel_Frequently,303,2,3,75,3,1,3,2231,11314,6,No,18,3,4,80,1,6,3,3,3,1,2
217,22,Male,Research & Development,Research Scientist,1,Medical,Married,No,2,Travel_Rarely,1256,19,3,80,3,1,4,2323,11992,1,No,24,4,1,80,2,2,6,3,2,2,2
218,27,Male,Research & Development,Research Scientist,3,Medical,Divorced,No,2,Non-Travel,691,9,4,57,3,1,2,2024,5970,6,No,18,3,4,80,1,6,1,1,2,2,2
221,28,Male,Research & Development,Research Scientist,3,Medical,Married,No,5,Travel_Rarely,440,21,3,42,3,1,4,2713,6672,1,No,11,3,3,80,1,5,2,1,2,0,2
223,57,Male,Research & Development,Healthcare Representative,2,Life Sciences,Divorced,No,5,Travel_Rarely,334,24,3,83,4,3,4,9439,23402,3,Yes,16,3,2,80,1,12,2,1,3,1,4
224,27,Male,Research & Development,Research Scientist,3,Medical,Divorced,No,1,Non-Travel,1450,3,3,79,2,1,3,2566,25326,1,Yes,15,3,4,80,1,1,2,2,1,0,1
226,50,Female,Research & Development,Manager,3,Life Sciences,Single,No,5,Travel_Rarely,1452,11,3,53,3,5,2,19926,17053,3,No,15,3,2,80,0,21,5,3,4,4,4
227,41,Male,Research & Development,Research Scientist,3,Life Sciences,Divorced,No,9,Travel_Rarely,465,14,1,56,3,1,3,2451,4609,4,No,12,3,1,80,1,13,2,3,8,1,8
228,30,Female,Sales,Sales Executive,3,Life Sciences,Married,No,10,Travel_Rarely,1339,5,2,41,3,3,4,9419,8053,2,No,12,3,3,80,1,12,2,3,9,7,4
230,38,Female,Sales,Sales Executive,4,Life Sciences,Single,No,8,Travel_Rarely,702,1,1,59,2,2,4,8686,12930,4,No,22,4,3,80,0,12,2,4,3,0,7
231,32,Male,Research & Development,Research Scientist,5,Life Sciences,Single,No,5,Travel_Rarely,120,6,3,43,3,1,3,3038,12430,3,No,20,4,1,80,0,8,2,3,4,1,4
233,27,Male,Research & Development,Research Scientist,3,Technical Degree,Married,No,5,Travel_Rarely,1157,17,3,51,3,1,2,3058,13364,0,Yes,16,3,4,80,1,6,3,2,2,1,1
235,19,Female,Sales,Sales Representative,1,Technical Degree,Single,Yes,0,Travel_Frequently,602,1,3,100,1,1,1,2325,20989,0,No,21,4,1,80,0,1,5,4,0,0,0
238,36,Male,Research & Development,Laboratory Technician,2,Medical,Single,No,8,Travel_Frequently,1480,3,4,30,3,1,2,2088,15062,4,No,12,3,3,80,0,13,3,2,7,7,2
239,30,Male,Research & Development,Laboratory Technician,3,Medical,Divorced,No,12,Non-Travel,111,9,3,66,3,2,1,3072,11012,1,No,11,3,3,80,2,12,4,3,9,6,10
240,45,Female,Sales,Sales Executive,2,Life Sciences,Divorced,No,5,Travel_Rarely,1268,4,3,30,3,2,1,5006,6319,4,Yes,11,3,1,80,1,9,3,4,4,0,3
241,56,Female,Research & Development,Research Scientist,3,Life Sciences,Divorced,No,2,Travel_Rarely,713,8,3,67,3,1,1,4257,13939,4,Yes,18,3,3,80,1,19,3,3,2,2,2
242,33,Male,Research & Development,Research Scientist,3,Life Sciences,Single,No,3,Travel_Rarely,134,2,3,90,3,1,4,2500,10515,0,No,14,3,1,80,0,4,2,4,1,0,2
243,19,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,Yes,1,Travel_Rarely,303,2,2,47,2,1,4,1102,9241,1,No,22,4,3,80,0,1,3,2,0,1,0
244,46,Female,Sales,Sales Executive,2,Marketing,Divorced,No,24,Travel_Rarely,526,1,2,92,3,3,1,10453,2137,1,No,25,4,3,80,3,24,2,3,13,15,7
245,38,Female,Research & Development,Laboratory Technician,2,Life Sciences,Single,No,2,Travel_Rarely,1380,9,3,75,3,1,4,2288,6319,1,No,12,3,3,80,0,2,3,3,2,2,1
246,31,Female,Research & Development,Research Scientist,1,Medical,Married,No,4,Travel_Rarely,140,12,3,95,3,1,4,3929,6984,8,Yes,23,4,3,80,1,7,0,3,2,0,2
247,34,Female,Research & Development,Research Scientist,2,Medical,Single,No,3,Travel_Rarely,629,27,4,95,3,1,2,2311,5711,2,No,15,3,4,80,0,9,3,3,2,1,2
248,41,Female,Sales,Sales Representative,2,Marketing,Single,Yes,4,Travel_Rarely,1356,20,2,70,3,1,2,3140,21728,1,Yes,22,4,4,80,0,4,5,2,3,0,2
249,50,Male,Research & Development,Laboratory Technician,3,Medical,Married,No,3,Travel_Rarely,328,1,3,86,2,1,3,3690,3425,2,No,15,3,4,80,1,5,2,2,2,0,2
250,53,Female,Research & Development,Manufacturing Director,2,Medical,Divorced,No,4,Travel_Rarely,1084,13,4,57,4,2,1,4450,26250,1,No,11,3,3,80,2,5,3,3,2,1,3
252,33,Female,Research & Development,Research Scientist,3,Medical,Married,No,8,Travel_Rarely,931,14,4,72,3,1,2,2756,4673,1,No,13,3,4,80,1,8,5,3,7,1,6
253,40,Female,Research & Development,Manager,1,Medical,Married,No,20,Travel_Rarely,989,4,4,46,3,5,3,19033,6499,1,No,14,3,2,80,1,21,2,3,8,9,9
254,55,Male,Research & Development,Research Director,4,Medical,Single,No,24,Travel_Rarely,692,14,3,61,4,5,2,18722,13339,8,No,11,3,4,80,0,36,3,3,15,2,15
256,34,Male,Research & Development,Manufacturing Director,1,Life Sciences,Married,No,10,Travel_Frequently,1069,2,4,45,2,2,3,9547,14074,1,No,17,3,3,80,0,10,2,2,9,1,9
258,51,Female,Research & Development,Healthcare Representative,3,Medical,Single,No,7,Travel_Rarely,313,3,4,98,3,4,2,13734,7192,3,No,18,3,3,80,0,21,6,3,7,1,0
259,52,Male,Research & Development,Manager,4,Life Sciences,Married,No,33,Travel_Rarely,699,1,3,65,2,5,3,19999,5678,0,No,14,3,1,80,1,34,5,3,18,11,9
260,27,Female,Research & Development,Research Scientist,3,Medical,Single,No,7,Travel_Rarely,894,9,4,99,3,1,2,2279,11781,1,No,16,3,4,80,0,7,2,2,7,0,3
261,35,Male,Research & Development,Manufacturing Director,2,Life Sciences,Married,Yes,1,Travel_Rarely,556,23,2,50,2,2,3,5916,15497,3,Yes,13,3,1,80,0,8,1,3,0,0,1
262,43,Male,Research & Development,Research Scientist,3,Medical,Divorced,No,5,Non-Travel,1344,7,4,37,4,1,4,2089,5228,4,No,14,3,4,80,3,7,3,4,4,2,2
264,45,Male,Research & Development,Manager,2,Medical,Married,No,20,Non-Travel,1195,2,1,65,2,4,4,16792,20462,9,No,23,4,4,80,1,22,1,3,8,11,8
267,37,Male,Research & Development,Research Scientist,3,Life Sciences,Married,No,8,Travel_Rarely,290,21,2,65,4,1,1,3564,22977,1,Yes,12,3,1,80,1,8,3,2,7,1,7
269,35,Female,Research & Development,Laboratory Technician,3,Medical,Single,No,6,Travel_Frequently,138,2,2,37,3,2,2,4425,15986,5,No,11,3,4,80,0,10,5,3,2,1,2
270,42,Female,Research & Development,Manufacturing Director,2,Medical,Divorced,No,5,Non-Travel,926,21,3,36,3,2,3,5265,16439,2,No,16,3,2,80,1,11,5,3,3,0,2
271,38,Male,Research & Development,Manufacturing Director,4,Life Sciences,Married,No,1,Travel_Rarely,1261,2,4,88,3,2,3,6553,7259,9,No,14,3,2,80,0,14,3,3,0,0,0
273,38,Male,Research & Development,Manufacturing Director,3,Technical Degree,Married,No,7,Travel_Rarely,1084,29,4,54,3,2,4,6261,4185,3,No,18,3,1,80,1,9,3,1,7,1,7
274,27,Male,Research & Development,Manufacturing Director,1,Technical Degree,Married,No,2,Travel_Frequently,472,1,3,60,2,2,1,4298,9679,5,No,19,3,3,80,1,6,1,3,2,2,0
275,49,Male,Research & Development,Manufacturing Director,4,Life Sciences,Divorced,No,7,Non-Travel,1002,18,4,92,3,2,4,6804,23793,1,Yes,15,3,1,80,2,7,0,3,7,1,7
277,34,Male,Research & Development,Research Scientist,4,Medical,Divorced,No,5,Travel_Frequently,878,10,4,43,3,1,3,3815,5972,1,Yes,17,3,4,80,1,5,4,4,3,2,0
281,40,Male,Research & Development,Laboratory Technician,2,Medical,Married,No,7,Travel_Rarely,905,19,3,99,3,2,4,2741,16523,8,Yes,15,3,3,80,1,15,2,4,2,3,7
282,38,Male,Research & Development,Healthcare Representative,1,Medical,Married,Yes,1,Travel_Rarely,1180,29,2,70,3,2,1,6673,11354,7,Yes,19,3,2,80,0,17,2,3,0,0,0
283,29,Female,Sales,Sales Executive,3,Marketing,Married,Yes,10,Travel_Rarely,121,27,2,35,3,3,4,7639,24525,1,No,22,4,4,80,3,10,3,2,4,1,9
284,22,Male,Research & Development,Research Scientist,3,Life Sciences,Divorced,No,4,Travel_Rarely,1136,5,4,60,4,1,2,2328,12392,1,Yes,16,3,1,80,1,4,2,2,2,2,2
286,36,Female,Research & Development,Laboratory Technician,1,Medical,Single,No,8,Travel_Frequently,635,18,2,73,3,1,4,2153,7703,1,No,13,3,1,80,0,8,2,3,1,1,7
287,40,Male,Research & Development,Healthcare Representative,5,Life Sciences,Married,No,3,Non-Travel,1151,9,4,63,2,2,4,4876,14242,9,No,14,3,4,80,1,5,5,1,2,0,2
288,46,Male,Research & Development,Healthcare Representative,4,Medical,Divorced,No,4,Travel_Rarely,644,1,4,97,3,3,1,9396,12368,7,No,16,3,3,80,1,17,3,3,2,0,3
291,32,Male,Sales,Sales Executive,4,Medical,Married,Yes,14,Travel_Rarely,1045,4,4,32,1,3,4,10400,25812,1,No,11,3,3,80,0,14,2,2,8,9,8
292,30,Male,Research & Development,Manufacturing Director,1,Life Sciences,Single,No,11,Non-Travel,829,1,3,88,2,3,3,8474,20925,1,No,22,4,3,80,0,12,2,3,8,5,8
293,27,Female,Sales,Sales Executive,3,Life Sciences,Single,No,7,Travel_Frequently,1242,20,4,90,3,2,3,9981,12916,1,No,14,3,4,80,0,7,2,3,7,0,7
296,51,Male,Research & Development,Research Director,4,Life Sciences,Married,No,10,Travel_Rarely,1469,8,2,81,2,3,2,12490,15736,5,No,16,3,4,80,2,16,5,1,9,4,7
297,30,Female,Research & Development,Research Scientist,3,Technical Degree,Single,Yes,5,Travel_Rarely,1005,3,4,88,3,1,1,2657,8556,5,Yes,11,3,3,80,0,8,5,3,2,0,4
298,41,Female,Sales,Manager,3,Life Sciences,Single,No,1,Travel_Rarely,896,6,4,75,3,3,4,13591,14674,3,Yes,18,3,3,80,0,16,3,3,0,0,0
299,30,Female,Sales,Sales Executive,4,Marketing,Single,Yes,6,Travel_Frequently,334,26,3,52,2,2,1,6696,22967,5,No,15,3,3,80,0,9,5,2,3,0,1
300,29,Male,Research & Development,Research Scientist,3,Technical Degree,Single,Yes,6,Travel_Rarely,992,1,3,85,3,1,3,2058,19757,0,No,14,3,4,80,0,7,1,2,2,1,5
302,45,Female,Sales,Sales Executive,3,Medical,Single,No,19,Non-Travel,1052,6,4,57,2,3,4,8865,16840,6,No,12,3,4,80,0,23,2,3,7,12,8
303,54,Female,Sales,Sales Executive,3,Marketing,Married,No,6,Travel_Rarely,1147,3,4,52,3,2,1,5940,17011,2,No,14,3,4,80,1,16,4,3,2,0,5
304,36,Male,Research & Development,Laboratory Technician,2,Life Sciences,Single,No,13,Travel_Rarely,1396,5,4,62,3,2,2,5914,9945,8,No,16,3,4,80,0,16,3,4,11,3,7
305,33,Female,Research & Development,Research Scientist,4,Medical,Married,No,3,Travel_Rarely,147,4,3,47,2,1,2,2622,13248,6,No,21,4,4,80,0,7,3,3,2,1,1
306,37,Male,Research & Development,Research Director,3,Other,Divorced,No,10,Travel_Frequently,663,11,2,47,3,3,4,12185,10056,1,Yes,14,3,3,80,3,10,1,3,8,0,7
307,38,Male,Sales,Sales Executive,3,Life Sciences,Divorced,No,16,Travel_Rarely,119,3,1,76,3,3,3,10609,9647,0,No,12,3,3,80,2,17,6,2,10,5,13
308,31,Male,Research & Development,Manufacturing Director,4,Medical,Married,No,5,Non-Travel,979,1,3,90,1,2,3,4345,4381,0,No,12,3,4,80,1,6,2,3,4,1,4
309,59,Male,Research & Development,Research Scientist,3,Life Sciences,Married,No,1,Travel_Rarely,142,3,3,70,2,1,4,2177,8456,3,No,17,3,1,80,1,7,6,3,0,0,0
311,37,Male,Sales,Sales Representative,4,Marketing,Divorced,No,9,Travel_Frequently,319,4,1,41,3,1,4,2793,2539,4,No,17,3,3,80,1,13,2,3,8,5,8
312,29,Female,Sales,Sales Executive,1,Medical,Married,No,11,Travel_Frequently,1413,1,2,42,3,3,4,7918,6599,1,No,14,3,4,80,1,11,5,3,10,4,1
314,35,Female,Sales,Sales Executive,3,Marketing,Single,No,10,Travel_Frequently,944,1,3,92,3,3,3,8789,9096,1,No,14,3,1,80,0,10,3,4,7,0,8
315,29,Male,Research & Development,Research Scientist,1,Medical,Single,Yes,4,Travel_Rarely,896,18,3,86,2,1,4,2389,14961,1,Yes,13,3,3,80,0,4,3,2,3,0,1
316,52,Female,Research & Development,Laboratory Technician,3,Life Sciences,Single,No,2,Travel_Rarely,1323,2,3,89,2,1,4,3212,3300,7,No,15,3,2,80,0,6,3,2,2,2,2
319,42,Male,Research & Development,Manager,2,Technical Degree,Married,No,22,Travel_Rarely,532,4,3,58,3,5,4,19232,4933,1,No,11,3,4,80,0,22,3,3,17,11,15
321,59,Male,Human Resources,Human Resources,2,Medical,Married,No,2,Travel_Rarely,818,6,2,52,3,1,3,2267,25657,8,No,17,3,4,80,0,7,2,2,2,2,2
323,50,Female,Sales,Manager,4,Medical,Divorced,No,7,Travel_Rarely,854,1,4,68,3,5,4,19517,24118,3,No,11,3,3,80,1,32,3,2,0,0,6
325,33,Male,Research & Development,Laboratory Technician,3,Medical,Married,Yes,5,Travel_Rarely,813,14,3,58,3,1,4,2436,22149,5,Yes,13,3,3,80,1,8,2,1,4,0,4
327,43,Female,Sales,Manager,3,Marketing,Married,No,17,Travel_Rarely,1034,16,4,80,3,4,4,16064,7744,5,Yes,22,4,3,80,1,22,3,3,13,1,9
328,33,Female,Research & Development,Laboratory Technician,2,Life Sciences,Married,Yes,9,Travel_Rarely,465,2,1,39,3,1,1,2707,21509,7,No,20,4,1,80,0,13,3,4,7,1,7
329,52,Male,Sales,Manager,4,Life Sciences,Single,No,33,Non-Travel,771,2,1,79,2,5,3,19068,21030,1,Yes,18,3,4,80,0,33,2,4,7,15,12
330,32,Female,Sales,Sales Representative,2,Life Sciences,Married,No,4,Travel_Rarely,1401,4,3,56,3,1,2,3931,20990,2,No,11,3,1,80,1,6,5,3,3,1,2
331,32,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,Yes,3,Travel_Rarely,515,1,4,62,2,1,3,3730,9571,0,Yes,14,3,4,80,0,4,2,1,2,1,2
332,39,Female,Research & Development,Laboratory Technician,4,Medical,Divorced,No,3,Travel_Rarely,1431,1,3,96,3,1,3,2232,15417,7,No,14,3,3,80,3,7,1,3,2,1,2
333,32,Male,Sales,Sales Executive,4,Marketing,Married,No,3,Non-Travel,976,26,3,100,3,2,4,4465,12069,0,No,18,3,1,80,0,4,2,3,2,2,2
334,41,Male,Research & Development,Research Scientist,2,Life Sciences,Divorced,No,1,Travel_Rarely,1411,19,3,36,3,2,1,3072,19877,2,No,16,3,1,80,2,17,2,2,0,0,0
335,40,Male,Research & Development,Research Scientist,2,Technical Degree,Divorced,No,9,Travel_Rarely,1300,24,1,62,3,2,4,3319,24447,1,No,17,3,1,80,2,9,3,3,8,4,7
336,45,Male,Research & Development,Manager,3,Other,Married,No,24,Travel_Rarely,252,1,3,70,4,5,4,19202,15970,0,No,11,3,3,80,1,25,2,3,0,1,7
337,31,Male,Research & Development,Research Director,4,Medical,Divorced,No,2,Travel_Frequently,1327,3,2,73,3,3,3,13675,13523,9,No,12,3,1,80,1,9,3,3,2,2,2
338,33,Female,Research & Development,Research Scientist,4,Life Sciences,Married,No,2,Travel_Rarely,832,5,3,63,2,1,4,2911,14776,1,No,13,3,3,80,1,2,2,2,2,0,2
339,34,Male,Research & Development,Manufacturing Director,4,Life Sciences,Married,No,11,Travel_Rarely,470,2,4,84,2,2,1,5957,23687,6,No,13,3,2,80,1,13,3,3,9,5,9
340,37,Female,Research & Development,Research Scientist,2,Medical,Married,No,3,Travel_Rarely,1017,1,3,83,2,1,1,3920,18697,2,No,14,3,1,80,1,17,2,2,1,0,2
341,45,Male,Research & Development,Manufacturing Director,4,Life Sciences,Married,No,3,Travel_Frequently,1199,7,1,77,4,2,3,6434,5118,4,No,17,3,4,80,1,9,1,3,2,0,2
342,37,Male,Research & Development,Manufacturing Director,3,Medical,Divorced,Yes,1,Travel_Frequently,504,10,1,61,3,3,3,10048,22573,6,No,11,3,2,80,2,17,5,3,0,0,0
343,39,Female,Research & Development,Healthcare Representative,4,Technical Degree,Single,No,19,Travel_Frequently,505,2,3,64,3,3,3,10938,6420,0,No,25,4,4,80,0,20,1,3,6,11,8
346,29,Male,Research & Development,Research Scientist,3,Life Sciences,Single,No,6,Travel_Rarely,665,15,3,60,3,1,4,2340,22673,1,No,19,3,1,80,0,6,1,3,5,1,5
347,42,Female,Research & Development,Research Scientist,2,Life Sciences,Single,No,3,Travel_Rarely,916,17,4,82,4,2,1,6545,23016,3,Yes,13,3,3,80,0,10,1,3,2,0,2
349,29,Male,Sales,Sales Executive,2,Marketing,Divorced,No,3,Travel_Rarely,1247,20,4,45,3,2,4,6931,10732,2,No,14,3,4,80,1,10,2,3,2,0,2
350,25,Female,Research & Development,Manufacturing Director,3,Life Sciences,Married,No,4,Travel_Rarely,685,1,1,62,3,2,3,4898,7505,0,No,12,3,4,80,2,5,3,3,2,1,2
351,42,Female,Research & Development,Laboratory Technician,3,Medical,Divorced,No,9,Travel_Rarely,269,2,4,56,2,1,1,2593,8007,0,Yes,11,3,3,80,1,10,4,3,6,7,8
352,40,Male,Research & Development,Research Director,2,Medical,Divorced,No,21,Travel_Rarely,1416,2,1,49,3,5,3,19436,5949,0,No,19,3,4,80,1,22,5,3,7,3,9
353,51,Male,Research & Development,Research Scientist,3,Life Sciences,Married,No,1,Travel_Rarely,833,1,3,96,3,1,4,2723,23231,1,No,11,3,2,80,0,1,0,2,0,0,0
355,31,Male,Research & Development,Laboratory Technician,2,Medical,Single,Yes,5,Travel_Frequently,307,29,3,71,2,1,2,3479,11652,0,No,11,3,2,80,0,6,2,4,4,1,4
359,32,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,No,5,Travel_Frequently,1311,7,2,100,4,1,2,2794,26062,1,No,20,4,3,80,0,5,3,1,1,0,3
361,38,Male,Sales,Sales Executive,2,Life Sciences,Married,No,8,Non-Travel,1327,2,4,39,2,2,4,5249,19682,3,No,18,3,4,80,1,13,0,3,7,7,5
362,32,Male,Research & Development,Laboratory Technician,1,Technical Degree,Single,No,6,Travel_Rarely,128,2,4,84,2,2,1,2176,19737,4,No,13,3,4,80,0,9,5,3,2,0,4
363,46,Female,Sales,Manager,3,Technical Degree,Married,No,7,Travel_Rarely,488,2,3,75,1,4,2,16872,14977,3,Yes,12,3,2,80,1,28,2,2,7,7,7
364,28,Male,Research & Development,Laboratory Technician,4,Life Sciences,Single,Yes,0,Travel_Rarely,529,2,1,79,3,1,3,3485,14935,2,No,11,3,3,80,0,5,5,1,0,0,0
366,29,Male,Sales,Sales Executive,3,Medical,Married,No,0,Travel_Rarely,1210,2,1,78,2,2,2,6644,3687,2,No,19,3,2,80,2,10,2,3,0,0,0
367,31,Male,Research & Development,Healthcare Representative,3,Medical,Married,No,9,Travel_Rarely,1463,23,2,64,2,2,4,5582,14408,0,No,21,4,2,80,1,10,2,3,0,7,8
369,25,Male,Research & Development,Healthcare Representative,2,Life Sciences,Divorced,No,6,Non-Travel,675,5,2,85,4,2,1,4000,18384,1,No,12,3,4,80,2,6,2,3,3,1,5
372,45,Male,Research & Development,Healthcare Representative,2,Medical,Married,No,20,Travel_Rarely,1385,20,3,79,3,4,4,13496,7501,0,Yes,14,3,2,80,0,21,2,3,7,4,10
373,36,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,No,15,Travel_Rarely,1403,6,4,47,3,1,4,3210,20251,0,No,11,3,3,80,1,16,4,3,13,10,11
374,55,Male,Research & Development,Manager,3,Medical,Single,No,36,Travel_Rarely,452,1,4,81,3,5,1,19045,18938,0,Yes,14,3,3,80,0,37,2,3,10,4,13
376,47,Male,Research & Development,Manager,4,Life Sciences,Married,Yes,10,Non-Travel,666,29,1,88,3,3,2,11849,10268,1,Yes,12,3,4,80,1,10,2,2,7,9,9
377,28,Male,Research & Development,Research Scientist,3,Medical,Married,No,5,Travel_Rarely,1158,9,4,94,3,1,4,2070,2613,1,No,23,4,4,80,1,5,3,2,2,0,4
378,37,Male,Sales,Sales Executive,4,Medical,Married,No,5,Travel_Rarely,228,6,3,98,3,2,4,6502,22825,4,No,14,3,2,80,1,7,5,4,4,0,1
379,21,Male,Research & Development,Research Scientist,2,Medical,Single,No,3,Travel_Rarely,996,3,4,100,2,1,3,3230,10531,1,No,17,3,1,80,0,3,4,4,2,1,0
380,37,Female,Research & Development,Research Director,4,Medical,Divorced,No,5,Non-Travel,728,1,1,80,3,3,4,13603,11677,2,Yes,18,3,1,80,2,15,2,3,2,0,2
381,35,Female,Research & Development,Manager,3,Life Sciences,Divorced,No,7,Travel_Rarely,1315,22,2,71,4,3,2,11996,19100,7,No,18,3,2,80,1,10,6,2,7,6,2
382,38,Female,Sales,Sales Executive,2,Medical,Divorced,No,8,Travel_Rarely,322,7,1,44,4,2,1,5605,19191,1,Yes,24,4,3,80,1,8,3,3,0,7,7
384,26,Female,Research & Development,Manufacturing Director,3,Life Sciences,Divorced,No,6,Travel_Frequently,1479,1,3,84,3,2,2,6397,26767,1,No,20,4,1,80,1,6,6,1,5,1,4
385,50,Male,Research & Development,Research Director,1,Life Sciences,Divorced,No,10,Travel_Rarely,797,4,1,96,3,5,2,19144,15815,3,No,14,3,1,80,2,28,4,2,4,1,6
386,53,Male,Research & Development,Research Director,4,Medical,Married,No,5,Travel_Rarely,1070,3,3,45,3,4,3,17584,21016,3,Yes,16,3,4,80,3,21,5,2,3,1,3
387,42,Male,Sales,Sales Executive,1,Life Sciences,Married,No,20,Travel_Rarely,635,1,2,99,3,2,3,4907,24532,1,No,25,4,3,80,0,20,3,3,16,11,6
388,29,Male,Sales,Sales Executive,2,Life Sciences,Single,No,10,Travel_Frequently,442,2,2,44,3,2,4,4554,20260,1,No,18,3,1,80,0,10,3,2,7,0,9
389,55,Male,Research & Development,Laboratory Technician,2,Technical Degree,Married,No,10,Travel_Rarely,147,20,2,37,3,2,4,5415,15972,3,Yes,19,3,4,80,1,12,4,3,7,0,8
390,26,Male,Research & Development,Healthcare Representative,2,Medical,Married,No,5,Travel_Frequently,496,11,1,60,3,2,1,4741,22722,1,Yes,13,3,3,80,1,5,3,3,3,3,3
391,37,Female,Research & Development,Research Scientist,3,Life Sciences,Single,No,17,Travel_Rarely,1372,1,4,42,3,1,4,2115,15881,1,No,12,3,2,80,0,17,3,3,12,5,7
392,44,Male,Research & Development,Laboratory Technician,3,Life Sciences,Divorced,Yes,1,Travel_Frequently,920,24,4,43,3,1,3,3161,19920,3,Yes,22,4,4,80,1,19,0,1,0,0,0
393,38,Male,Research & Development,Healthcare Representative,4,Life Sciences,Divorced,No,2,Travel_Rarely,688,23,4,82,3,2,4,5745,18899,9,No,14,3,2,80,1,10,2,3,2,1,2
394,26,Male,Research & Development,Laboratory Technician,4,Medical,Divorced,Yes,3,Travel_Rarely,1449,16,1,45,3,1,2,2373,14180,2,Yes,13,3,4,80,1,5,2,3,2,0,2
395,28,Female,Research & Development,Research Scientist,2,Life Sciences,Single,No,5,Travel_Rarely,1117,8,4,66,3,1,4,3310,4488,1,No,21,4,4,80,0,5,3,3,3,0,2
396,49,Female,Research & Development,Research Director,4,Life Sciences,Single,No,3,Travel_Frequently,636,10,3,35,3,5,1,18665,25594,9,Yes,11,3,4,80,0,22,4,3,2,1,2
397,36,Male,Research & Development,Research Scientist,3,Technical Degree,Single,No,8,Travel_Rarely,506,3,3,30,3,2,2,4485,26285,4,No,12,3,4,80,0,10,2,3,0,7,7
399,31,Female,Sales,Sales Representative,3,Marketing,Divorced,No,2,Travel_Frequently,444,5,4,84,3,1,2,2789,3909,1,No,11,3,3,80,1,2,5,2,2,2,2
401,26,Male,Sales,Sales Executive,4,Marketing,Single,Yes,8,Travel_Rarely,950,4,4,48,2,2,4,5828,8450,1,Yes,12,3,2,80,0,8,0,3,7,7,4
403,37,Male,Research & Development,Research Scientist,3,Medical,Married,No,4,Travel_Frequently,889,9,2,53,3,1,4,2326,11411,1,Yes,12,3,3,80,3,4,3,2,2,1,2
